season,date,team1,team2,average_age,points_last_season,points_this_season,rank_last_season,squad,total_market_value_in_euro,result_team1
2017,2017-11-19,Werder Bremen,Hannover 96,0.46511627906976777,0.5492125984251969,0.4406779661016949,0.2,0.5833333333333334,0.5167297159957088,2
2017,2017-11-24,Hannover 96,VfB Stuttgart,0.6279069767441858,0.5196850393700787,0.5423728813559322,0.525,0.3888888888888889,0.4857997854440743,1
2017,2017-11-25,FC Augsburg,VfL Wolfsburg,0.6511627906976745,0.5202907328891581,0.5677966101694916,0.425,0.5,0.44553102591609733,2
2017,2017-11-25,RB Leipzig,Werder Bremen,0.32558139534883723,0.5330102967898244,0.6779661016949152,0.35,0.3611111111111111,0.5691942860369262,2
2017,2017-11-25,Borussia Monchengladbach,Bayern Munich,0.48837209302325607,0.49727437916414297,0.4830508474576271,0.7,0.4166666666666667,0.2402348822765513,2
2017,2017-11-25,Eintracht Frankfurt,Bayer Leverkusen,0.4651162790697674,0.5202907328891581,0.5169491525423728,0.475,0.75,0.41920275534978263,0
2017,2017-11-25,Borussia Dortmund,Schalke 04,0.4302325581395347,0.532404603270745,0.5,0.325,0.6666666666666666,0.6377844277567614,1
2017,2017-11-25,SC Freiburg,Mainz,0.5116279069767443,0.5263476680799515,0.4915254237288136,0.3,0.5833333333333334,0.4977697476144769,2
2017,2017-11-26,Hamburg SV,TSG Hoffenheim,0.5465116279069766,0.5051483949121744,0.4661016949152542,0.75,0.4444444444444444,0.46989441589972336,2
2017,2017-11-26,FC Cologne,Hertha Berlin,0.45348837209302345,0.5196850393700787,0.3983050847457627,0.475,0.6666666666666666,0.5173056292699453,0
2017,2017-12-01,SC Freiburg,Hamburg SV,0.6162790697674418,0.5253093363329583,0.5084745762711864,0.325,0.5555555555555556,0.5014962452713003,1
2017,2017-12-02,Schalke 04,FC Cologne,0.6279069767441862,0.5163104611923509,0.711864406779661,0.625,0.25,0.5476935237987691,1
2017,2017-12-02,Werder Bremen,VfB Stuttgart,0.5930232558139535,0.5449943757030371,0.4745762711864407,0.225,0.4722222222222222,0.5025295014397831,2
2017,2017-12-02,Bayern Munich,Hannover 96,0.36046511627906985,0.5658042744656918,0.635593220338983,0.025,0.7222222222222222,0.8170063802156852,2
2017,2017-12-02,Mainz,FC Augsburg,0.4767441860465113,0.5191226096737908,0.4661016949152542,0.55,0.5,0.5125910451132065,0
2017,2017-12-02,TSG Hoffenheim,RB Leipzig,0.5,0.5168728908886389,0.5,0.55,0.7222222222222222,0.4561967139066117,2
2017,2017-12-02,Bayer Leverkusen,Borussia Dortmund,0.5348837209302326,0.5067491563554556,0.5169491525423728,0.725,0.2777777777777778,0.37362091355654675,1
2017,2017-12-03,Hertha Berlin,Eintracht Frankfurt,0.4883720930232556,0.5236220472440944,0.4830508474576271,0.375,0.3888888888888889,0.5043927502681949,0
2017,2017-12-03,VfL Wolfsburg,Borussia Monchengladbach,0.4651162790697674,0.515185601799775,0.4661016949152542,0.675,0.4444444444444444,0.5003782959742533,2
2017,2017-12-08,VfB Stuttgart,Bayer Leverkusen,0.4418604651162791,0.49816272965879266,0.4661016949152542,0.675,0.6944444444444444,0.4144881711930439,0
2017,2017-12-09,Borussia Monchengladbach,Schalke 04,0.38372093023255816,0.520734908136483,0.5169491525423728,0.475,0.6666666666666666,0.46893456044266274,1
2017,2017-12-09,Eintracht Frankfurt,Bayern Munich,0.5348837209302326,0.49868766404199477,0.4152542372881356,0.75,0.4444444444444444,0.20190841849697927,0
2017,2017-12-09,RB Leipzig,Mainz,0.3488372093023259,0.5354330708661418,0.6186440677966102,0.175,0.3611111111111111,0.5701823725368416,1
2017,2017-12-09,Borussia Dortmund,Werder Bremen,0.4302325581395347,0.5296587926509186,0.5932203389830508,0.375,0.5555555555555556,0.7093614138106261,0
2017,2017-12-09,Hamburg SV,VfL Wolfsburg,0.5232558139534883,0.5202099737532808,0.5,0.45,0.5277777777777778,0.4543955733724804,1
2017,2017-12-10,FC Augsburg,Hertha Berlin,0.5813953488372097,0.5139107611548557,0.5677966101694916,0.675,0.5277777777777778,0.47984303540172774,1
2017,2017-12-10,Hannover 96,TSG Hoffenheim,0.7093023255813949,0.48713910761154855,0.5169491525423728,0.9,0.3333333333333333,0.4578792840607532,2
2017,2017-12-10,FC Cologne,SC Freiburg,0.38372093023255816,0.5202099737532808,0.423728813559322,0.45,0.5555555555555556,0.5271018011405342,0
2017,2017-12-12,SC Freiburg,Borussia Monchengladbach,0.6046511627906975,0.5211614173228346,0.4661016949152542,0.45,0.5277777777777778,0.456270114618034,2
2017,2017-12-12,Hamburg SV,Eintracht Frankfurt,0.4418604651162791,0.5177165354330708,0.4406779661016949,0.575,0.4444444444444444,0.4931003331263057,0
2017,2017-12-12,VfL Wolfsburg,RB Leipzig,0.5232558139534883,0.5049212598425197,0.4491525423728814,0.85,0.6388888888888888,0.4716955564338547,1
2017,2017-12-12,Mainz,Borussia Dortmund,0.5465116279069766,0.5063976377952756,0.4491525423728814,0.8,0.4444444444444444,0.28965049968945855,0
2017,2017-12-13,Bayern Munich,FC Cologne,0.5232558139534883,0.5359251968503937,0.8220338983050848,0.4,0.5,0.7763932019648806,2
2017,2017-12-13,Hertha Berlin,Hannover 96,0.38372093023255816,0.5437992125984252,0.5169491525423728,0.15,0.5555555555555556,0.5233075489808594,2
2017,2017-12-13,Schalke 04,FC Augsburg,0.5,0.5221456692913385,0.576271186440678,0.425,0.3888888888888889,0.5851561176669866,2
2017,2017-12-13,Bayer Leverkusen,Werder Bremen,0.4651162790697674,0.5177165354330708,0.635593220338983,0.6,0.3333333333333333,0.5829823273671729,2
2017,2017-12-13,TSG Hoffenheim,VfB Stuttgart,0.4186046511627908,0.5501968503937008,0.6016949152542372,0.125,0.5555555555555556,0.5279205013833211,2
2017,2017-12-15,Borussia Monchengladbach,Hamburg SV,0.5116279069767443,0.5229272811486799,0.635593220338983,0.375,0.5277777777777778,0.5452261306532663,2
2017,2017-12-16,VfB Stuttgart,Bayern Munich,0.5116279069767443,0.4817044928207504,0.3220338983050847,0.95,0.3888888888888889,0.19719383434024051,0
2017,2017-12-16,FC Augsburg,SC Freiburg,0.5116279069767443,0.5150532654006484,0.5677966101694916,0.65,0.4166666666666667,0.48963920727231663,1
2017,2017-12-16,Borussia Dortmund,TSG Hoffenheim,0.6046511627906975,0.5206113941639648,0.5423728813559322,0.475,0.4722222222222222,0.6839704138670882,2
2017,2017-12-16,Eintracht Frankfurt,Schalke 04,0.4302325581395347,0.5192218619731357,0.4915254237288136,0.525,0.6944444444444444,0.43060809666309074,1
2017,2017-12-16,Werder Bremen,Mainz,0.5232558139534887,0.5233904585456229,0.5084745762711864,0.325,0.5,0.5009880864999153,1
2017,2017-12-16,FC Cologne,VfL Wolfsburg,0.5232558139534883,0.5252431681333951,0.4152542372881356,0.225,0.6388888888888888,0.4829936197843148,2
2017,2017-12-17,Hannover 96,Bayer Leverkusen,0.5697674418604649,0.5006947660954145,0.4830508474576271,0.7,0.5833333333333334,0.4002879566371182,1
2017,2017-12-17,RB Leipzig,Hertha Berlin,0.40697674418604685,0.5280222325150533,0.559322033898305,0.4,0.3888888888888889,0.5626164530517758,0
2017,2018-01-12,Bayer Leverkusen,Bayern Munich,0.5697674418604652,0.5017497812773404,0.3898305084745763,0.775,0.19444444444444445,0.28270566314719664,0
2017,2018-01-13,RB Leipzig,Schalke 04,0.32558139534883723,0.5301837270341206,0.5338983050847458,0.3,0.4722222222222222,0.49761729998306137,2
2017,2018-01-13,Hannover 96,Mainz,0.5581395348837209,0.5034995625546806,0.6016949152542372,0.625,0.4166666666666667,0.48425837050420645,2
2017,2018-01-13,Werder Bremen,TSG Hoffenheim,0.6744186046511628,0.5122484689413823,0.4322033898305085,0.6,0.4166666666666667,0.47460900005646206,1
2017,2018-01-13,VfB Stuttgart,Hertha Berlin,0.48837209302325607,0.4982502187226597,0.4915254237288136,0.825,0.5555555555555556,0.49089266557506633,2
2017,2018-01-13,Eintracht Frankfurt,SC Freiburg,0.4418604651162791,0.5170603674540682,0.5847457627118644,0.6,0.5,0.505403421602394,1
2017,2018-01-13,FC Augsburg,Hamburg SV,0.6279069767441862,0.5196850393700787,0.6271186440677966,0.475,0.4722222222222222,0.49113545254361696,2
2017,2018-01-14,FC Cologne,Borussia Monchengladbach,0.4883720930232556,0.5214348206474191,0.3644067796610169,0.4,0.5833333333333334,0.48337191575856814,2
2017,2018-01-14,Borussia Dortmund,VfL Wolfsburg,0.5813953488372092,0.531496062992126,0.6016949152542372,0.175,0.5555555555555556,0.6684715713398452,1
2017,2018-01-19,Hertha Berlin,Borussia Dortmund,0.4883720930232556,0.5134687111479487,0.4830508474576271,0.575,0.4166666666666667,0.2972164191745243,1
2017,2018-01-20,VfL Wolfsburg,Eintracht Frankfurt,0.4186046511627908,0.517612929962702,0.4406779661016949,0.625,0.4166666666666667,0.5387047597538253,0
2017,2018-01-20,SC Freiburg,RB Leipzig,0.6627906976744184,0.5118110236220472,0.4576271186440678,0.625,0.7222222222222222,0.4275873750776354,2
2017,2018-01-20,TSG Hoffenheim,Bayer Leverkusen,0.36046511627906985,0.528387898881061,0.4915254237288136,0.3,0.75,0.44240867257636496,0
2017,2018-01-20,Borussia Monchengladbach,FC Augsburg,0.38372093023255816,0.522585992540406,0.559322033898305,0.4,0.5555555555555556,0.5540906781096494,2
2017,2018-01-20,Mainz,VfB Stuttgart,0.5697674418604649,0.5350186489846663,0.5254237288135594,0.4,0.4722222222222222,0.5015414149398679,2
2017,2018-01-20,Hamburg SV,FC Cologne,0.5,0.51512639867385,0.5508474576271186,0.725,0.3888888888888889,0.47140195358816556,0
2017,2018-01-21,Schalke 04,Hannover 96,0.46511627906976777,0.5375051802735183,0.559322033898305,0.25,0.4722222222222222,0.5883067020495737,1
2017,2018-01-21,Bayern Munich,Werder Bremen,0.3953488372093021,0.5350186489846663,0.788135593220339,0.325,0.6388888888888888,0.8002766642199763,2
2017,2018-01-26,Eintracht Frankfurt,Borussia Monchengladbach,0.5465116279069766,0.518503937007874,0.5423728813559322,0.55,0.5277777777777778,0.461673536220428,2
2017,2018-01-27,Bayern Munich,TSG Hoffenheim,0.5697674418604649,0.5275590551181102,0.7203389830508474,0.425,0.5555555555555556,0.7748856642764383,2
2017,2018-01-27,FC Cologne,FC Augsburg,0.3720930232558138,0.5240157480314961,0.3983050847457627,0.3,0.6388888888888888,0.5374625938682175,1
2017,2018-01-27,RB Leipzig,Hamburg SV,0.45348837209302345,0.5311023622047244,0.6610169491525424,0.2,0.3333333333333333,0.573908870193665,1
2017,2018-01-27,VfB Stuttgart,Schalke 04,0.40697674418604646,0.502755905511811,0.4067796610169492,0.725,0.6388888888888888,0.425893512506352,0
2017,2018-01-27,Werder Bremen,Hertha Berlin,0.5813953488372097,0.5181102362204724,0.4491525423728814,0.55,0.5277777777777778,0.49342216701484953,1
2017,2018-01-27,Borussia Dortmund,SC Freiburg,0.4418604651162791,0.525984251968504,0.5847457627118644,0.4,0.4722222222222222,0.7125797526960646,1
2017,2018-01-28,Hannover 96,VfL Wolfsburg,0.6860465116279068,0.5051181102362206,0.559322033898305,0.6,0.4166666666666667,0.44238044153351025,0
2017,2018-01-28,Bayer Leverkusen,Mainz,0.48837209302325607,0.521259842519685,0.6440677966101694,0.425,0.3333333333333333,0.5839704138670883,2
2017,2018-02-02,FC Cologne,Borussia Dortmund,0.4418604651162791,0.5140607424071991,0.3474576271186441,0.55,0.5833333333333334,0.3145220484444695,0
2017,2018-02-03,VfL Wolfsburg,VfB Stuttgart,0.4418604651162791,0.5335583052118485,0.5508474576271186,0.425,0.4722222222222222,0.543419343910564,1
2017,2018-02-03,Mainz,Bayern Munich,0.5813953488372092,0.5028121484814398,0.2457627118644068,0.85,0.3611111111111111,0.1987352492801084,0
2017,2018-02-03,Borussia Monchengladbach,RB Leipzig,0.5581395348837209,0.5114360704911886,0.4915254237288136,0.675,0.6944444444444444,0.4713172604596014,0
2017,2018-02-03,Schalke 04,Werder Bremen,0.5,0.5189351331083614,0.6440677966101694,0.55,0.3888888888888889,0.5715769860538649,0
2017,2018-02-03,SC Freiburg,Bayer Leverkusen,0.5232558139534883,0.5223097112860892,0.4406779661016949,0.375,0.75,0.41379933374738864,1
2017,2018-02-03,Hertha Berlin,TSG Hoffenheim,0.5930232558139531,0.5148106486689163,0.5169491525423728,0.55,0.3888888888888889,0.4811868330416126,1
2017,2018-02-04,FC Augsburg,Eintracht Frankfurt,0.5697674418604652,0.5181852268466441,0.5084745762711864,0.55,0.4166666666666667,0.48423578566992265,2
2017,2018-02-04,Hamburg SV,Hannover 96,0.3372093023255816,0.5339332583427072,0.4322033898305085,0.35,0.6111111111111112,0.5120151318389702,1
2017,2018-02-09,RB Leipzig,FC Augsburg,0.32558139534883723,0.5300644237652111,0.5847457627118644,0.225,0.3611111111111111,0.582773417650048,2
2017,2018-02-10,TSG Hoffenheim,Mainz,0.3488372093023259,0.5286327845382964,0.6186440677966102,0.225,0.5833333333333334,0.5263790864434532,2
2017,2018-02-10,Hannover 96,SC Freiburg,0.5465116279069766,0.5025053686471009,0.576271186440678,0.825,0.3333333333333333,0.48648862288972955,2
2017,2018-02-10,Borussia Dortmund,Hamburg SV,0.5581395348837209,0.5289906943450251,0.6949152542372882,0.225,0.5277777777777778,0.7140759979673649,2
2017,2018-02-10,Bayer Leverkusen,Hertha Berlin,0.5465116279069769,0.5168217609162491,0.5677966101694916,0.65,0.3611111111111111,0.5764044943820225,0
2017,2018-02-10,Bayern Munich,Schalke 04,0.3953488372093021,0.5336435218324982,0.711864406779661,0.275,0.75,0.7286996781661115,2
2017,2018-02-10,Eintracht Frankfurt,FC Cologne,0.5581395348837209,0.5171796707229779,0.7203389830508474,0.65,0.4444444444444444,0.47830162046185987,2
2017,2018-02-11,Werder Bremen,VfL Wolfsburg,0.6511627906976745,0.5225483178239083,0.5169491525423728,0.3,0.5,0.45911015752921913,2
2017,2018-02-11,VfB Stuttgart,Borussia Monchengladbach,0.5232558139534883,0.5035790980672871,0.4661016949152542,0.75,0.4722222222222222,0.45695895206368925,2
2017,2018-02-16,Hertha Berlin,Mainz,0.4418604651162791,0.5237932214994865,0.5847457627118644,0.275,0.4722222222222222,0.5075659194850658,0
2017,2018-02-17,VfL Wolfsburg,Bayern Munich,0.45348837209302345,0.5042793563847997,0.2288135593220339,0.875,0.3611111111111111,0.24061317825080458,0
2017,2018-02-17,FC Cologne,Hannover 96,0.3372093023255816,0.5364601163984937,0.3728813559322034,0.125,0.7222222222222222,0.5406131782508046,1
2017,2018-02-17,Hamburg SV,Bayer Leverkusen,0.40697674418604646,0.5186579938377267,0.3474576271186441,0.55,0.6944444444444444,0.4123030884760883,0
2017,2018-02-17,SC Freiburg,Werder Bremen,0.4883720930232556,0.5207120849024307,0.5677966101694916,0.475,0.5833333333333334,0.49678166111456157,2
2017,2018-02-17,Schalke 04,TSG Hoffenheim,0.6744186046511628,0.5131804176651832,0.576271186440678,0.65,0.3055555555555556,0.5461859861103269,2
2017,2018-02-18,Borussia Monchengladbach,Borussia Dortmund,0.45348837209302345,0.5131804176651832,0.4491525423728814,0.65,0.5,0.33115013268590143,0
2017,2018-02-18,FC Augsburg,VfB Stuttgart,0.5930232558139535,0.53269428277987,0.559322033898305,0.35,0.4722222222222222,0.4889503698266614,0
2017,2018-02-19,Eintracht Frankfurt,RB Leipzig,0.6046511627906975,0.5111263266004793,0.5338983050847458,0.725,0.7222222222222222,0.4329907966800294,2
2017,2018-02-23,Mainz,VfL Wolfsburg,0.6279069767441858,0.5196850393700787,0.5169491525423728,0.475,0.5,0.4581220710293038,1
2017,2018-02-24,Bayern Munich,Hertha Berlin,0.4767441860465117,0.530511811023622,0.7711864406779662,0.375,0.6666666666666666,0.7936988312348258,1
2017,2018-02-24,Hannover 96,Borussia Monchengladbach,0.651162790697674,0.5049212598425197,0.5084745762711864,0.775,0.3611111111111111,0.4427587375077635,0
2017,2018-02-24,Werder Bremen,Hamburg SV,0.6279069767441862,0.5219816272965879,0.6016949152542372,0.35,0.4722222222222222,0.5047145841567388,2
2017,2018-02-24,VfB Stuttgart,Eintracht Frankfurt,0.4767441860465117,0.5059055118110236,0.4491525423728814,0.7,0.4444444444444444,0.49528541584326125,2
2017,2018-02-24,TSG Hoffenheim,SC Freiburg,0.3372093023255816,0.524278215223097,0.5508474576271186,0.425,0.5,0.5286093388289763,1
2017,2018-02-25,Bayer Leverkusen,Schalke 04,0.4651162790697674,0.5190288713910761,0.5084745762711864,0.55,0.4444444444444444,0.5114053413133081,0
2017,2018-02-25,RB Leipzig,FC Cologne,0.45348837209302345,0.5255905511811023,0.7033898305084746,0.425,0.2222222222222222,0.5453108237818305,0
2017,2018-02-26,Borussia Dortmund,FC Augsburg,0.4302325581395347,0.5282152230971128,0.6016949152542372,0.25,0.5555555555555556,0.722940545423748,1
2017,2018-03-02,Borussia Monchengladbach,Werder Bremen,0.38372093023255816,0.5196850393700787,0.5932203389830508,0.525,0.5555555555555556,0.5405115464965276,1
2017,2018-03-03,RB Leipzig,Borussia Dortmund,0.39534883720930253,0.5206299212598425,0.5,0.475,0.3055555555555556,0.35983287222630006,1
2017,2018-03-03,Schalke 04,Hertha Berlin,0.5813953488372097,0.5177952755905513,0.6271186440677966,0.6,0.4166666666666667,0.5649991530687144,2
2017,2018-03-03,Eintracht Frankfurt,Hannover 96,0.39534883720930253,0.5329133858267717,0.6101694915254238,0.275,0.6666666666666666,0.5189147987126644,2
2017,2018-03-03,Hamburg SV,Mainz,0.39534883720930253,0.52,0.4661016949152542,0.475,0.5277777777777778,0.4962735023431766,1
2017,2018-03-03,FC Augsburg,TSG Hoffenheim,0.6744186046511628,0.5121259842519685,0.5,0.725,0.4166666666666667,0.4610298684433403,0
2017,2018-03-03,VfL Wolfsburg,Bayer Leverkusen,0.38372093023255816,0.5184251968503937,0.3898305084745763,0.6,0.6666666666666666,0.45790751510360794,0
2017,2018-03-04,FC Cologne,VfB Stuttgart,0.4651162790697674,0.5351181102362205,0.3898305084745763,0.15,0.6111111111111112,0.5264129636948789,0
2017,2018-03-04,SC Freiburg,Bayern Munich,0.5930232558139535,0.508976377952756,0.23728813559322035,0.65,0.4444444444444444,0.19650499689458528,0
2017,2018-03-09,Mainz,Schalke 04,0.4767441860465113,0.5178679588128408,0.3474576271186441,0.625,0.6111111111111112,0.42743492744621986,0
2017,2018-03-10,Bayer Leverkusen,Borussia Monchengladbach,0.5813953488372092,0.51847365233192,0.6016949152542372,0.575,0.2777777777777778,0.5424707808706454,2
2017,2018-03-10,Hannover 96,FC Augsburg,0.5348837209302322,0.5081768625075711,0.5,0.675,0.4166666666666667,0.4968494156174129,0
2017,2018-03-10,TSG Hoffenheim,VfL Wolfsburg,0.4767441860465117,0.5272562083585706,0.635593220338983,0.2,0.5833333333333334,0.48450115747275707,2
2017,2018-03-10,Bayern Munich,Hamburg SV,0.5232558139534883,0.5330102967898244,0.9322033898305084,0.175,0.6111111111111112,0.804991248376715,2
2017,2018-03-10,Hertha Berlin,SC Freiburg,0.4302325581395347,0.5199878861296183,0.5423728813559322,0.475,0.3888888888888889,0.5097961718705889,1
2017,2018-03-11,VfB Stuttgart,RB Leipzig,0.5813953488372092,0.49939430648092065,0.4745762711864407,0.925,0.6666666666666666,0.4282762125232906,1
2017,2018-03-11,Borussia Dortmund,Eintracht Frankfurt,0.5,0.5263476680799515,0.5508474576271186,0.3,0.4722222222222222,0.7071763310936706,2
2017,2018-03-12,Werder Bremen,FC Cologne,0.6279069767441862,0.51847365233192,0.635593220338983,0.575,0.3611111111111111,0.4761165377449043,2
2017,2018-03-16,SC Freiburg,VfB Stuttgart,0.5813953488372092,0.5336832895888014,0.4661016949152542,0.2,0.5555555555555556,0.49931116255434477,0
2017,2018-03-17,Borussia Monchengladbach,TSG Hoffenheim,0.5581395348837209,0.5147273257509478,0.5,0.625,0.4722222222222222,0.5151205465529897,1
2017,2018-03-17,VfL Wolfsburg,Schalke 04,0.34883720930232553,0.5179352580927383,0.3220338983050847,0.65,0.6111111111111112,0.46931285641691606,0
2017,2018-03-17,Hamburg SV,Hertha Berlin,0.45348837209302345,0.5164771070282882,0.3813559322033898,0.7,0.5555555555555556,0.4887075828581108,0
2017,2018-03-17,FC Augsburg,Werder Bremen,0.5,0.5176436278798484,0.5423728813559322,0.625,0.5,0.4864208683868782,0
2017,2018-03-17,Eintracht Frankfurt,Mainz,0.45348837209302345,0.5211431904345291,0.6949152542372882,0.4,0.5833333333333334,0.5031731692168708,2
2017,2018-03-18,Borussia Dortmund,Hannover 96,0.39534883720930253,0.5383493729950423,0.6610169491525424,0.075,0.6388888888888888,0.7260911298063351,2
2017,2018-03-18,RB Leipzig,Bayern Munich,0.43023255813953515,0.5153105861767279,0.3305084745762712,0.525,0.2222222222222222,0.2689176218169499,2
2017,2018-03-18,FC Cologne,Bayer Leverkusen,0.40697674418604646,0.5220180810731991,0.3220338983050847,0.325,0.8055555555555556,0.44090113488792276,2
2017,2018-03-31,Hertha Berlin,VfL Wolfsburg,0.5697674418604649,0.5230596175478065,0.6101694915254238,0.25,0.4722222222222222,0.4656879905143696,1
2017,2018-03-31,Schalke 04,SC Freiburg,0.5116279069767443,0.5182789651293588,0.711864406779661,0.575,0.3055555555555556,0.5747953249393033,2
2017,2018-03-31,VfB Stuttgart,Hamburg SV,0.5348837209302326,0.5089988751406074,0.6864406779661016,0.625,0.5,0.5021850827169556,1
2017,2018-03-31,Hannover 96,RB Leipzig,0.7093023255813949,0.500843644544432,0.4067796610169492,0.95,0.5555555555555556,0.41407599796736494,0
2017,2018-03-31,Bayer Leverkusen,FC Augsburg,0.4651162790697674,0.5205286839145107,0.6016949152542372,0.475,0.3333333333333333,0.5965614589802948,1
2017,2018-03-31,TSG Hoffenheim,FC Cologne,0.45348837209302345,0.5233408323959504,0.711864406779661,0.475,0.4444444444444444,0.5015075376884423,2
2017,2018-03-31,Bayern Munich,Borussia Dortmund,0.4651162790697674,0.5247469066366703,0.7033898305084746,0.45,0.5833333333333334,0.5909152504093501,2
2017,2018-04-01,Mainz,Borussia Monchengladbach,0.5930232558139531,0.5174353205849268,0.4322033898305085,0.65,0.4444444444444444,0.4585003670035571,1
2017,2018-04-01,Werder Bremen,Eintracht Frankfurt,0.5697674418604652,0.5205286839145107,0.4491525423728814,0.425,0.4166666666666667,0.49781491728304444,2
2017,2018-04-06,Hannover 96,Werder Bremen,0.5348837209302322,0.5074667390714092,0.5169491525423728,0.8,0.4166666666666667,0.4832702840042911,2
2017,2018-04-07,Hamburg SV,Schalke 04,0.3720930232558138,0.5183274504480043,0.2711864406779661,0.6,0.6388888888888888,0.42370842978939643,2
2017,2018-04-07,Borussia Monchengladbach,Hertha Berlin,0.46511627906976777,0.5185989682324192,0.559322033898305,0.575,0.5833333333333334,0.5339337135113771,2
2017,2018-04-07,SC Freiburg,VfL Wolfsburg,0.6395348837209301,0.5226717349986424,0.5338983050847458,0.275,0.5833333333333334,0.4558918186437807,0
2017,2018-04-07,FC Augsburg,Bayern Munich,0.6046511627906979,0.5077382568558241,0.22033898305084745,0.8,0.3611111111111111,0.18614420416690192,0
2017,2018-04-07,FC Cologne,Mainz,0.39534883720930253,0.5229432527830572,0.4745762711864407,0.25,0.6388888888888888,0.524871548755011,1
2017,2018-04-08,Borussia Dortmund,VfB Stuttgart,0.5232558139534883,0.5370621775726311,0.635593220338983,0.1,0.5277777777777778,0.7118909152504094,2
2017,2018-04-08,Eintracht Frankfurt,TSG Hoffenheim,0.6046511627906975,0.5142546836817812,0.5508474576271186,0.675,0.5,0.47679408277341767,1
2017,2018-04-09,RB Leipzig,Bayer Leverkusen,0.36046511627906985,0.5267445017648656,0.5084745762711864,0.25,0.5277777777777778,0.48621195866975325,0
2017,2018-04-13,VfL Wolfsburg,FC Augsburg,0.34883720930232553,0.5194225721784778,0.4661016949152542,0.575,0.5,0.5544689740839026,1
2017,2018-04-14,VfB Stuttgart,Hannover 96,0.3720930232558142,0.5196850393700787,0.5508474576271186,0.475,0.6111111111111112,0.5142002145559257,1
2017,2018-04-14,Bayer Leverkusen,Eintracht Frankfurt,0.5348837209302326,0.5194225721784778,0.5677966101694916,0.525,0.25,0.5807972446502174,2
2017,2018-04-14,Hertha Berlin,FC Cologne,0.5465116279069766,0.5196850393700787,0.6779661016949152,0.525,0.3333333333333333,0.4826943707300548,2
2017,2018-04-14,Bayern Munich,Borussia Monchengladbach,0.511627906976744,0.5293963254593176,0.8220338983050848,0.3,0.5833333333333334,0.7597651177234487,2
2017,2018-04-14,TSG Hoffenheim,Hamburg SV,0.45348837209302345,0.525984251968504,0.7288135593220338,0.25,0.5555555555555556,0.5301055841002766,2
2017,2018-04-15,Werder Bremen,RB Leipzig,0.6744186046511628,0.5139107611548557,0.4406779661016949,0.65,0.6388888888888888,0.4308057139630738,1
2017,2018-04-15,Schalke 04,Borussia Dortmund,0.5697674418604652,0.5141732283464566,0.559322033898305,0.675,0.3333333333333333,0.3622155722432387,2
2017,2018-04-16,Mainz,SC Freiburg,0.4883720930232556,0.5167979002624672,0.5254237288135594,0.7,0.4166666666666667,0.5022302523855231,2
2017,2018-04-20,Borussia Monchengladbach,VfL Wolfsburg,0.5348837209302326,0.5217170434340869,0.635593220338983,0.325,0.5555555555555556,0.49962170402574674,2
2017,2018-04-21,Hannover 96,Bayern Munich,0.6395348837209301,0.4988569977139954,0.1694915254237288,0.975,0.2777777777777778,0.18299361978431483,0
2017,2018-04-21,Eintracht Frankfurt,Hertha Berlin,0.5116279069767443,0.5179070358140717,0.559322033898305,0.625,0.6111111111111112,0.4956072497318051,0
2017,2018-04-21,Hamburg SV,SC Freiburg,0.38372093023255816,0.5171450342900685,0.4830508474576271,0.675,0.4444444444444444,0.4985037547286997,2
2017,2018-04-21,Borussia Dortmund,Bayer Leverkusen,0.4651162790697674,0.525527051054102,0.5508474576271186,0.275,0.7222222222222222,0.6263790864434532,2
2017,2018-04-21,RB Leipzig,TSG Hoffenheim,0.5,0.5209550419100838,0.5084745762711864,0.45,0.2777777777777778,0.5438032860933882,0
2017,2018-04-21,VfB Stuttgart,Werder Bremen,0.40697674418604646,0.508255016510033,0.5677966101694916,0.775,0.5277777777777778,0.4974704985602168,2
2017,2018-04-22,FC Augsburg,Mainz,0.5232558139534887,0.5199390398780798,0.6101694915254238,0.45,0.5,0.48740895488679353,2
2017,2018-04-22,FC Cologne,Schalke 04,0.3720930232558138,0.5212090424180847,0.23728813559322035,0.375,0.75,0.4523064762012309,1
2017,2018-04-27,TSG Hoffenheim,Hannover 96,0.290697674418605,0.5349409448818898,0.6610169491525424,0.1,0.6666666666666666,0.5421207159392468,2
2017,2018-04-28,Bayer Leverkusen,VfB Stuttgart,0.5581395348837209,0.5297736220472441,0.576271186440678,0.325,0.3055555555555556,0.5855118288069562,0
2017,2018-04-28,SC Freiburg,FC Cologne,0.6162790697674418,0.5194389763779528,0.6186440677966102,0.55,0.4444444444444444,0.4728981988594659,2
2017,2018-04-28,Schalke 04,Borussia Monchengladbach,0.6162790697674418,0.5191929133858267,0.635593220338983,0.525,0.3333333333333333,0.5310654395573372,1
2017,2018-04-28,VfL Wolfsburg,Hamburg SV,0.4767441860465117,0.5194389763779528,0.5423728813559322,0.55,0.4722222222222222,0.5456044266275196,0
2017,2018-04-28,Bayern Munich,Eintracht Frankfurt,0.4651162790697674,0.5295275590551181,0.8220338983050848,0.25,0.5555555555555556,0.7980915815030207,2
2017,2018-04-28,Hertha Berlin,FC Augsburg,0.4186046511627904,0.5223917322834646,0.5423728813559322,0.325,0.4722222222222222,0.5201569645982722,1
2017,2018-04-29,Werder Bremen,Borussia Dortmund,0.5697674418604652,0.5150098425196851,0.3813559322033898,0.625,0.4444444444444444,0.2906385861893738,1
