name	train_loss	train_acc	test_loss	test_acc 
Adadelta_categorical_hinge	0.5582172870635986	0.3836583197116852	0.5661218166351318	0.37667161226272583
Adadelta_hinge	0.7597030997276306	0.30213555693626404	0.7610202431678772	0.2830609083175659
Adadelta_huber	0.6074591279029846	0.28059422969818115	0.600049614906311	0.2830609083175659
Adadelta_log_cosh	0.5330772399902344	0.3793871998786926	0.5265213847160339	0.3826151490211487
Adadelta_mean_squared_logarithmic_error	0.4830453097820282	0.28003713488578796	0.4780449867248535	0.2830609083175659
Adadelta_squared_hinge	0.7597028613090515	0.2768802344799042	0.7610202431678772	0.25705793499946594
Adagrad_categorical_hinge	0.5582172870635986	0.3745589554309845	0.5661218166351318	0.37667161226272583
Adagrad_hinge	0.7597030401229858	0.3662024140357971	0.7610202431678772	0.4160475432872772
Adagrad_huber	0.6074590086936951	0.345775306224823	0.600049614906311	0.36775630712509155
Adagrad_log_cosh	0.5330774784088135	0.33574745059013367	0.5265213847160339	0.34026744961738586
Adagrad_mean_squared_logarithmic_error	0.4830452501773834	0.3793871998786926	0.4780449867248535	0.38855868577957153
Adagrad_squared_hinge	0.7597025036811829	0.303806871175766	0.7610202431678772	0.3068350553512573
Adam_categorical_hinge	0.5582172870635986	0.31736305356025696	0.5661218166351318	0.3647845387458801
Adam_hinge	0.7597028613090515	0.3361188471317291	0.7610202431678772	0.34026744961738586
Adam_huber	0.6074592471122742	0.3361188471317291	0.600049614906311	0.34026744961738586
Adam_log_cosh	0.5330772995948792	0.3361188471317291	0.5265213847160339	0.34026744961738586
Adam_mean_squared_logarithmic_error	0.48304522037506104	0.38867223262786865	0.4780449867248535	0.37667161226272583
Adam_squared_hinge	0.7597026228904724	0.38477250933647156	0.7610202431678772	0.37667161226272583
Adamax_categorical_hinge	0.5582172870635986	0.3320334255695343	0.5661218166351318	0.34026744961738586
Adamax_hinge	0.7597028613090515	0.33500462770462036	0.7610202431678772	0.34026744961738586
Adamax_huber	0.6074589490890503	0.3372330665588379	0.600049614906311	0.34026744961738586
Adamax_log_cosh	0.5330772399902344	0.27093780040740967	0.5265213847160339	0.2830609083175659
Adamax_mean_squared_logarithmic_error	0.48304542899131775	0.3849582076072693	0.4780449867248535	0.40861812233924866
Adamax_squared_hinge	0.7597026824951172	0.38347262144088745	0.7610202431678772	0.37667161226272583
Ftrl_categorical_hinge	0.37214481830596924	0.2791086435317993	0.3774145841598511	0.2830609083175659
Ftrl_hinge	0.6314453482627869	0.2791086435317993	0.6354630589485168	0.2830609083175659
Ftrl_huber	0.5391004681587219	0.2791086435317993	0.5307908058166504	0.2830609083175659
Ftrl_log_cosh	0.47303634881973267	0.2791086435317993	0.4659424424171448	0.2830609083175659
Ftrl_mean_squared_logarithmic_error	0.33138734102249146	0.2791086435317993	0.3270692229270935	0.2830609083175659
Ftrl_squared_hinge	0.47124749422073364	0.2791086435317993	0.47614333033561707	0.2830609083175659
Nadam_categorical_hinge	0.5582172870635986	0.2791086435317993	0.5661218166351318	0.2830609083175659
Nadam_hinge	0.7597030401229858	0.2791086435317993	0.7610202431678772	0.2830609083175659
Nadam_huber	0.6074588894844055	0.38477250933647156	0.600049614906311	0.37667161226272583
Nadam_log_cosh	0.5330774188041687	0.38477250933647156	0.5265213847160339	0.37667161226272583
Nadam_mean_squared_logarithmic_error	0.4830452501773834	0.2791086435317993	0.4780449867248535	0.2830609083175659
Nadam_squared_hinge	0.7597029209136963	0.31977716088294983	0.7610202431678772	0.34026744961738586
RMSprop_categorical_hinge	0.5582172870635986	0.33370473980903625	0.5661218166351318	0.34026744961738586
RMSprop_hinge	0.7597029209136963	0.2822655439376831	0.7610202431678772	0.2830609083175659
RMSprop_huber	0.6074590086936951	0.32646238803863525	0.600049614906311	0.34026744961738586
RMSprop_log_cosh	0.5330775380134583	0.3359331488609314	0.5265213847160339	0.34026744961738586
RMSprop_mean_squared_logarithmic_error	0.48304513096809387	0.38607242703437805	0.4780449867248535	0.37667161226272583
RMSprop_squared_hinge	0.7606313228607178	0.2527391016483307	0.7610202431678772	0.23105497658252716
SGD_categorical_hinge	0.5582172870635986	0.3142061233520508	0.5661218166351318	0.32838037610054016
SGD_hinge	0.7597026824951172	0.38347262144088745	0.7610202431678772	0.37667161226272583
SGD_huber	0.6074590682983398	0.2791086435317993	0.600049614906311	0.2830609083175659
SGD_log_cosh	0.5330774188041687	0.2791086435317993	0.5265213847160339	0.2830609083175659
SGD_mean_squared_logarithmic_error	0.4830453097820282	0.3361188471317291	0.4780449867248535	0.34026744961738586
SGD_squared_hinge	0.7597029805183411	0.28597956895828247	0.7610202431678772	0.26894500851631165
